ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,LoanAmount,LoanDuration,MaritalStatus,HomeOwnershipStatus,MonthlyDebtPayments,DebtToIncomeRatio,LoanPurpose,PaymentHistory,SavingsAccountBalance,MonthlyIncome,NetWorth,InterestRate,LoanApproved,RiskScore
2021-082-3,58,24165,580,Emlpoyed,Bacheolr,23403,48,Married,Mortgage,344,0.082069034,Auto,33,827,2013.75,18889,0.262373725,0,51
24-08-2021,54,164796,574,Employed,Associate,27989,48,Single,Mortgage,266,0.222023152,Home,21,7449,13733,162142,0.21330957,1,36.8
25-08-2021,37,27737,,Employed,Associate,38096,48,Married,Rent,207,0.148257954,Home,22,1875,2311.416667,12571,0.271910589,0,55
26-08-2021,57,17855,537,Employed,Associate,16301,48,Married,Other,342,0.158067053,Home,18,4395,1487.916667,8996,0.209093175,0,53
27-08-2021,41,,637,Employed,Associate,33618,,Divorced,Mortgage,418,0.578712678,Education,24,758,7856.416667,8324,0.199104475,1,42.4
28-08-2021,35,26326,593,,Associate,46948,72,Married,Rent,301,0.237279611,Home,26,1537,2193.833333,139933,0.280391982,0,53
29-08-2021,32,22885,566,,Bachelor,30380,96,Divorced,Rent,409,0.114000221,Home,28,7134,1907.083333,6127,0.32301274,0,52
30-08-2021,36,77361,583,Employed,Bachelor,26293,60,Married,Mortgage,299,0.411678178,Debt Consolidation,23,3581,6446.75,69744,0.203375172,1,43.2
31-08-2021,35,33059,547,Employed,High School,15333,12,Married,Mortgage,696,0.16292273,Home,19,11110,2754.916667,6765,0.204252853,0,53
01-09-2021,42,45931,573,Employed,High School,9258,72,Single,Mortgage,923,0.201197136,Debt Consolidation,23,5668,3827.583333,14305,0.251685785,0,57
02-09-2021,41,35150,,Employed,Bachelor,13834,108,Married,Rent,167,0.509607129,Debt Consolidation,21,4640,2929.166667,4712,0.274777248,0,59
03-09-2021,40,33560,,Employed,Master,26380,36,Married,Rent,228,0.549828207,Home,27,15645,2796.666667,95073,0.171895274,0,54
04-09-2021,45,24269,515,Employed,High School,35118,60,Married,Other,271,0.420179417,Home,15,2975,2022.416667,57614,0.292717093,0,62
05-09-2021,54,27028,589,Employed,Bachelor,23204,36,Married,Rent,260,0.552028819,Debt Consolidation,18,2182,2252.333333,157188,0.213605414,0,55
06-09-2021,51,300000,563,Employed,Master,12314,36,Married,Rent,476,0.559847631,Debt Consolidation,21,722,25000,71303,0.218590874,1,48
07-09-2021,22,21454,564,Employed,High School,40916,60,Divorced,Mortgage,775,0.670578595,Home,26,1661,1787.833333,166046,0.268853647,0,58
08-09-2021,18,15000,490,Employed,High School,53098,72,Single,Other,231,0.158449354,Education,25,2968,1250,15474,0.322675271,0,55
09-09-2021,51,108674,622,Self-Employed,Master,18158,48,Married,Rent,317,0.348182999,Education,13,1397,9056.166667,46103,0.209563826,1,41.6
10-09-2021,23,39729,510,Employed,High School,77498,36,Single,Own,377,0.416789289,Debt Consolidation,23,1346,3310.75,28360,0.2459984,0,58
11-09-2021,37,44686,516,Employed,Bachelor,8134,84,Married,Own,782,0.458535077,Home,21,10815,3723.833333,80232,0.306694515,0,68
12-09-2021,25,34135,479,Employed,Bachelor,,108,Married,Other,486,0.36459939,Debt Consolidation,27,2102,2844.583333,210801,0.32430921,0,53
13-09-2021,18,30049,489,Employed,High School,40209,72,Married,Rent,366,0.562580958,Education,27,288,2504.083333,4903,0.348362569,0,58
14-09-2021,46,37153,571,Employed,High School,58498,84,Married,Rent,388,0.062834061,Home,21,9899,3096.083333,4095,0.255231149,0,51
15-09-2021,49,110511,616,Employed,Bachelor,21296,12,Married,Own,571,0.091633468,Auto,21,386,9209.25,7107,0.175378343,1,36
16-09-2021,33,39985,612,Employed,Bachelor,36805,48,Divorced,Rent,267,0.120647087,Home,19,5308,3332.083333,5508,0.193172427,0,51
17-09-2021,18,80382,545,Employed,High School,36970,36,Married,Mortgage,489,0.433025233,Home,38,4741,6698.5,3590,0.23947206,0,54
18-09-2021,33,46668,568,,Bachelor,18410,60,Married,Own,279,0.267522537,Home,31,1248,3889,110249,0.222350494,1,39.2
19-09-2021,44,47521,,Employed,Bachelor,42056,60,Married,Own,691,0.139044199,Other,29,673,3960.083333,9803,0.23476067,0,53
20-09-2021,22,23383,582,Employed,Associate,23557,48,Widowed,Mortgage,425,0.376253983,Education,24,904,1948.583333,9050,0.206904484,0,57
21-09-2021,42,192070,622,EMPLOYED,Bachelor,10299,60,Widowed,Mortgage,283,0.533156165,Debt Consolidation,29,6778,16005.83333,312532,0.191794696,1,36.8
22-09-2021,39,50097,625,Employed,High School,,96,Divorced,Mortgage,1347,0.283918446,Home,30,1495,4174.75,10073,0.229632126,0,49
23-09-2021,46,46580,576,Employed,Associate,19392,84,Divorced,Other,781,0.256618703,Home,28,1919,3881.666667,37284,0.270771544,0,69
24-09-2021,41,185502,527,Employed,Bachelor,34297,48,Single,Rent,437,0.205361385,Debt Consolidation,21,8939,15458.5,32554,0.251308725,1,40
25-09-2021,28,51787,572,Employed,Associate,20849,48,Single,Own,593,0.237378757,Auto,21,1185,4315.583333,98974,0.222075393,0,49
26-09-2021,54,67628,,Employed,Associate,17247,36,Single,Rent,389,0.199708042,Auto,20,6539,5635.666667,2022,0.177680776,1,40
27-09-2021,38,,510,Self-Employed,Bachelor,31380,,Single,Rent,569,0.228368503,Home,24,2141,3681.25,124460,0.251967618,0,51
28-09-2021,39,34539,,Employed,,24581,48,Married,Other,479,0.227367702,Debt Consolidation,21,1304,2878.25,11690,0.22230844,0,52
29-09-2021,28,92356,540,Employed,Bachelor,17577,60,Single,Mortgage,430,0.278811938,Home,28,2579,7696.333333,12771,0.239480726,1,46.4
30-09-2021,34,22519,528,Employed,Master,14613,24,Married,Rent,209,0.203295618,Debt Consolidation,17,4583,1876.583333,53769,0.20023999,0,60
01-10-2021,29,29904,545,Employed,Doctorate,14572,48,Single,Own,167,0.243371613,Home,25,3447,2492,5945,0.235521071,0,56
202-110-02,37,28606,609,SelfE-mployed,Bachleor,,96,Married,Rent,564,0.153864424,Home,18,8139,2383.833333,69232,0.251447686,0,49
03-10-2021,60,70462,590,Employed,Associate,31200,96,Divorced,Mortgage,183,0.323498354,Debt Consolidation,27,2017,5871.833333,60176,0.262331585,0,51
04-10-2021,23,45130,520,Self-Employed,Bachelor,31518,60,Divorced,Mortgage,409,0.243904533,Home,24,1732,3760.833333,7098,0.279690003,0,57
05-10-2021,20,15000,493,Employed,High School,24408,48,Single,Own,256,0.183993676,Auto,19,557,1250,2010,0.315629853,0,57
06-10-2021,57,204539,657,Employed,Bachelor,32720,60,Single,Rent,535,0.391314406,Home,13,2514,17044.91667,2870,0.21277077,1,36
07-10-2021,37,83755,634,Employed,Bachelor,24473,12,Divorced,Mortgage,410,0.390950049,Education,24,6389,6979.583333,35280,0.162230976,1,40.8
08-10-2021,31,41021,518,Self-Employed,Doctorate,16639,12,Divorced,Mortgage,414,0.303130503,Auto,20,5952,3418.416667,33521,0.235691473,0,59
09-10-2021,52,91702,627,Employed,Doctorate,18310,36,Widowed,Rent,233,0.254683615,Debt Consolidation,21,8090,7641.833333,7026,0.20041379,0,56
10-10-2021,32,59450,490,Employed,Bachelor,62900,108,Single,Mortgage,1085,0.124985775,Home,23,3101,4954.166667,8389,0.329881568,0,52
11-10-2021,61,,648,Employed,Associate,18413,,Married,Rent,362,0.223058697,Debt Consolidation,20,1518,3904.083333,43982,0.2272956,0,49
12-10-2021,48,75147,587,Employed,Bachelor,34774,36,Divorced,Other,208,0.250601944,Other,26,3484,6262.25,4143,0.228989746,0,54
13-10-2021,34,49800,,Employed,Associate,13515,48,Divorced,Other,509,0.318373434,Auto,33,4618,4150,30740,0.248180426,0,54
14-10-2021,65,146548,603,Employed,Master,31282,36,Widowed,Mortgage,364,0.192633987,Home,24,2512,12212.33333,87163,0.214171316,1,34.4
15-10-2021,32,50427,613,Employed,Bachelor,34680,84,Married,Mortgage,340,0.521795702,Auto,20,2945,4202.25,6888,0.23752439,0,55
16-10-2021,48,52563,617,Employed,Bachelor,9408,24,Married,Rent,452,0.671578033,Education,24,8289,4380.25,22752,0.17399511,1,43.2
17-10-2021,43,43265,,Employed,High School,54297,24,Married,Rent,310,0.13910904,Other,21,2813,3605.416667,56233,0.290947338,0,49
18-10-2021,55,44674,591,Employed,Associate,37162,36,Married,Mortgage,383,0.25275524,Debt Consolidation,29,4597,3722.833333,20581,0.195122845,0,52
19-10-2021,58,35832,622,Unemployed,Bachelor,18972,60,Single,Rent,680,0.078280852,Home,22,11374,2986,10153,0.21507409,0,52
20-10-2021,40,30399,521,Employed,High School,30970,72,Married,Mortgage,702,0.082934863,Home,25,2868,2533.25,1249053,0.299517331,1,36.8
21-10-2021,30,29991,584,Employed,Associate,24818,12,Married,Mortgage,243,0.174154827,Debt Consolidation,26,3130,2499.25,78114,0.218650092,0,50
22-10-2021,45,37335,550,,High School,21596,84,Married,Mortgage,674,0.211028918,Debt Consolidation,20,11259,3111.25,1424,0.273668073,0,54
23-10-2021,31,121649,592,Employed,Doctorate,20567,24,Married,Own,377,0.011826135,Home,21,3445,10137.41667,19428,0.204254162,1,44.8
24-10-2021,64,53314,,Employed,Bachelor,17491,72,Married,Mortgage,115,0.205643042,Auto,20,3214,4442.833333,38248,0.204095721,0,62
25-10-2021,41,47476,586,Employed,Bachelor,12403,48,Married,Mortgage,505,0.32440194,Home,32,454,3956.333333,21697,0.19541206,0,56
26-10-2021,35,37905,584,Employed,High School,45514,60,Single,Own,272,0.32446426,Home,19,1613,3158.75,3635,0.269447223,0,54
27-10-2021,42,39789,541,Employed,Associate,25561,24,Married,Rent,1407,0.073076252,Education,17,5157,3315.75,14237,0.225922872,0,54
28-10-2021,23,108789,561,Self-Employed,,,72,Married,Mortgage,188,0.164114761,Other,22,933,9065.75,15014,0.259114559,1,45.6
29-10-2021,28,38973,627,Employed,Bachelor,21643,60,Divorced,Rent,518,0.105185262,Debt Consolidation,18,4562,3247.75,70898,0.233420304,0,45
30-10-2021,54,93911,609,UNEMPLOYED,Master,34797,12,Married,Rent,637,0.262246028,Home,24,3936,7825.916667,10211,0.187132227,0,63
31-10-2021,32,55638,612,Employed,High School,15549,60,Single,Own,618,0.539267289,Home,28,2273,4636.5,306588,0.203435241,1,38.4
01-11-2021,27,44257,508,Employed,,21755,96,Married,Own,369,0.144961043,Education,21,891,3688.083333,58720,0.319734281,0,50
02-11-2021,46,23949,545,Employed,High School,52954,48,Single,Other,268,0.105824323,Home,22,19682,1995.75,94720,0.289392598,0,50
03-11-2021,54,66930,489,Employed,Bachelor,41157,24,Married,Rent,613,0.574300788,Home,31,2662,5577.5,157256,0.305849972,0,55
04-11-2021,48,,514,Employed,Master,27179,,Married,Own,457,0.095502778,Home,24,2444,1613.083333,10954,0.252839003,0,51
05-11-2021,51,30437,580,Employed,Bachelor,19521,48,Divorced,Mortgage,617,0.309615645,Home,23,6848,2536.416667,41589,0.235823631,0,56
06-11-2021,30,30148,607,,Bachelor,30032,96,Divorced,Other,442,0.040501576,Education,23,2332,2512.333333,64841,0.298565006,0,46
07-11-2021,22,,540,Employed,High School,11607,,Married,Rent,492,0.135410102,Debt Consolidation,27,6319,2460.666667,136882,0.23030241,0,55
08-11-2021,58,62876,594,Employed,Bachelor,,72,Married,Other,147,0.087571331,Auto,27,10005,5239.666667,21642,0.194954918,1,42.4
09-11-2021,36,95281,595,Employed,High School,14709,108,Widowed,Rent,302,0.290521091,Home,28,493,7940.083333,12493,0.254555295,0,51
10-11-2021,36,62770,465,Unemployed,Associate,21313,72,Married,Own,223,0.276793418,Debt Consolidation,18,8831,5230.833333,3658,0.312330653,0,66
11-11-2021,55,57377,550,Employed,Associate,24478,36,Divorced,Rent,246,0.444280639,Auto,30,3037,4781.416667,13609,0.266682922,0,55
2021-111-2,46,39872,631,Employde,,77447,24,Single,Rent,985,0.077558584,Home,24,4178,3322.666667,41240,0.22691935,0,53
13-11-2021,45,40181,602,,Associate,17153,36,Married,Rent,133,0.138239706,Auto,28,13544,3348.416667,10020,0.208147807,0,47
14-11-2021,65,28868,657,EMPLOYED,Bachelor,16111,72,Single,Mortgage,341,0.221565025,Auto,29,2981,2405.666667,3092,0.210052955,0,48
15-11-2021,32,15000,565,Employed,High School,15971,48,Married,Other,1090,0.270533721,Education,21,2947,1250,103215,0.247444343,0,52
16-11-2021,51,32405,620,Employed,Master,20283,60,Single,Rent,350,0.316909348,Other,31,3805,2700.416667,36788,0.197711659,0,52
17-11-2021,40,108621,612,,Master,26899,36,Married,Mortgage,447,0.492995088,Home,26,3905,9051.75,11531,0.208681505,1,42.4
18-11-2021,43,31946,619,,Associtae,60388,108,Divorced,Own,231,0.405464928,Debt Consolidation,24,1616,2662.166667,63056,0.302534039,0,55
19-11-2021,58,30728,603,Employed,High School,18088,60,Married,Rent,264,0.18127527,Debt Consolidation,30,1743,2560.666667,9822,0.234846036,0,49
20-11-2021,46,115156,596,EMPLOYED,Bachelor,11143,60,Married,Rent,289,0.557396681,Debt Consolidation,23,2580,9596.333333,199781,0.260510463,1,41.6
21-11-2021,46,15000,571,Employed,Master,8744,108,Married,Mortgage,280,0.116676356,Home,15,2948,1250,10229,0.291281779,0,55
22-11-2021,52,,573,Employed,High School,25789,,Divorced,Mortgage,620,0.460217837,Home,17,6584,2938.333333,737805,0.192285559,1,38.4
23-11-2021,35,25453,595,Employed,Master,20135,48,Single,Own,676,0.272896833,Home,33,24250,2121.083333,10905,0.223656512,0,55
24-11-2021,29,46288,583,Unemployed,Bachelor,,84,Divorced,Own,208,0.73592405,Home,18,1806,3857.333333,9605,0.296651912,0,64
20211-1-25,27,91521,623,Employde,Doctoraet,38658,36,Married,Rent,451,0.306706406,Debt Consolidation,18,704,7626.75,63689,0.191511293,0,47
26-11-2021,18,63886,567,Employed,Master,31692,24,Married,Rent,201,0.378617016,Debt Consolidation,22,2938,5323.833333,273924,0.251332114,0,48
27-11-2021,64,,599,Employed,High School,25619,,Married,Own,400,0.325533314,Auto,26,1973,9035,3759,0.219117064,1,42.4
28-11-2021,26,54993,436,Unemployed,,14357,60,Married,Own,210,0.091137728,Auto,23,2048,4582.75,105666,0.323336241,0,48
29-11-2021,37,49988,559,Employed,High School,17543,12,Married,Mortgage,661,0.421195515,Education,23,1382,4165.666667,32953,0.198026145,0,60
03-11-2021,36,156033,548,Emplyoed,Hgih School,13613,72,Single,Own,181,0.293785628,Home,14,3216,13002.75,47611,0.2036904,1,40
01-12-2021,43,15000,618,Employed,Bachelor,21496,96,Married,Own,315,0.391078872,Auto,26,3422,1250,153496,0.242315213,0,55
02-12-2021,49,192184,,Self-Employed,Master,22791,120,Single,Mortgage,480,0.084641724,Debt Consolidation,28,873,16015.33333,4061,0.284735146,1,38.4
03-12-2021,50,213434,621,EMPLOYED,Doctorate,21870,84,Married,Other,611,0.310781495,Other,25,3244,17786.16667,43019,0.216572352,1,39.2
04-12-2021,33,37557,543,Employed,High School,35508,12,Married,Mortgage,184,0.534196227,Education,13,6450,3129.75,80014,0.25471882,0,61
05-12-2021,37,23965,470,Employed,High School,36780,60,Married,Rent,617,0.177751687,Other,25,6171,1997.083333,16315,0.314301126,0,53
06-12-2021,43,31525,552,EMPLOYED,Bachelor,20640,36,Married,Other,191,0.064037186,Education,15,157,2627.083333,131913,0.1990278,0,47
07-12-2021,37,32858,603,Employed,High School,17245,60,Single,Mortgage,322,0.346412847,Home,21,2779,2738.166667,98689,0.230196685,0,51
08-12-2021,59,101478,601,Employed,High School,11687,36,Married,Mortgage,650,0.129678757,Debt Consolidation,28,893,8456.5,8718,0.181028332,0,59
09-12-2021,45,15000,648,Self-Employed,Master,19811,72,Married,Other,161,0.047626305,Home,23,1991,1250,7559,0.188592746,0,52
10-12-2021,48,192918,631,Employed,Master,16125,60,Divorced,Own,454,0.533272718,Auto,27,502,16076.5,56598,0.204196986,1,40.8
11-12-2021,47,55662,650,Employed,Master,45344,12,Married,Rent,241,0.251133037,Debt Consolidation,19,3139,4638.5,169674,0.167425487,0,42
12-12-2021,54,91484,567,Employed,Associate,13365,48,Married,Own,181,0.17837988,Home,29,1431,7623.666667,539870,0.21888324,1,32.8
13-12-2021,42,22528,550,Employed,Bachelor,65027,36,Single,Rent,270,0.10044657,Home,20,1178,1877.333333,4510,0.281409341,0,53
14-12-2021,24,62081,581,Employed,Bachelor,,24,Married,Rent,294,0.05584289,Auto,24,796,5173.416667,10800,0.202966698,0,61
2021-21-15,44,47454,509,Emlpoyed,High Shcool,31897,36,Single,Mortgage,253,0.269199514,Debt Consolidation,23,2056,3954.5,90701,0.251147729,0,57
16-12-2021,32,61196,509,Employed,Master,18144,60,Married,Mortgage,350,0.20786028,Home,15,8837,5099.666667,59836,0.272008387,0,51
17-12-2021,33,24355,480,Self-Employed,High School,41994,36,Married,Own,160,0.0910624,Home,33,4931,2029.583333,52153,0.250207474,0,56
18-12-2021,47,,615,Employed,Bachelor,16109,,Single,Own,514,0.258243485,Auto,22,9052,3920.166667,5420,0.164471554,0,50
19-12-2021,54,26806,573,Employed,Bachelor,28811,24,Married,Own,534,0.535419873,Other,19,870,2233.833333,202110,0.247680011,0,57
20-12-2021,40,50823,596,Employed,Associate,9717,48,Married,Own,846,0.406638952,Home,17,18064,4235.25,4471,0.176044568,0,65
21-12-2021,43,132070,493,Employed,,14127,108,Married,Own,355,0.071729145,Home,28,692,11005.83333,7797,0.295845118,1,38.4
22-12-2021,60,54050,577,Employed,High School,,48,Single,Own,205,0.314649293,Education,23,230,4504.166667,106102,0.187548038,1,40
23-12-2021,42,15000,643,Employed,Bachelor,20672,96,Married,Rent,1266,0.137585919,Debt Consolidation,30,1096,1250,21923,0.247253906,0,49
24-12-2021,71,157310,606,Employed,Bachelor,10722,60,Married,Own,1381,0.254026627,Auto,14,8304,13109.16667,14962,0.198271475,1,37.6
25-12-2021,46,56261,532,Employed,Bachelor,41013,36,Married,Own,452,0.223910312,Auto,23,1970,4688.416667,53626,0.245050835,0,49
26-12-2021,18,15000,594,Employed,Doctorate,,60,Married,Mortgage,226,0.686427066,Auto,20,525,1250,9178,0.209280187,0,68
27-12-2021,49,15000,593,,High School,15295,12,Single,Own,519,0.44737179,Home,27,592,1250,216660,0.184841966,0,55
28-12-2021,44,27360,556,Employed,Associate,9038,96,Single,Rent,238,0.136920699,Home,28,4080,2280,54230,0.275093284,0,52
29-12-2021,55,73470,634,Employed,Master,20058,36,Married,Rent,272,0.22297679,Other,24,5330,6122.5,1903,0.220897863,0,50
30-12-2021,48,27585,593,UNEMPLOYED,Bachelor,34324,48,Single,Mortgage,448,0.151984444,Education,25,5721,2298.75,59202,0.253055986,0,53
31-12-2021,38,30170,556,Employed,Master,23617,36,Widowed,Rent,593,0.558095218,Debt Consolidation,23,1559,2514.166667,1196,0.189832464,0,59
01-01-2022,25,86077,594,Employed,Associate,13834,12,Divorced,Mortgage,735,0.036397306,Other,17,4828,7173.083333,321801,0.186580846,1,34.4
02-01-2022,37,103960,613,Unemployed,Bachelor,26206,36,Single,Mortgage,394,0.520971999,Debt Consolidation,24,4620,8663.333333,100795,0.244067695,0,53
03-01-2022,29,77809,563,Employed,,16300,48,Widowed,Own,245,0.052215965,Home,20,282,6484.083333,2684,0.268511898,0,55
04-01-2022,33,,491,Employed,Master,10411,,Married,Mortgage,433,0.228371056,Home,14,2571,1413.166667,3866,0.25997289,0,54
05-01-2022,47,,617,Employed,Master,23473,,Married,Rent,519,0.171008166,Home,18,3797,9973,3448,0.183725602,1,36.8
06-01-2022,60,40236,630,Employed,,21938,48,Married,Mortgage,528,0.277613224,Home,32,363,3353,9661,0.226887472,0,50
07-01-2022,44,141595,586,Employed,Associate,22406,72,Married,Own,838,0.632819179,Other,34,6065,11799.58333,37334,0.253105531,1,48
08-01-2022,25,44763,588,Employed,High School,29517,48,Married,Own,262,0.591060346,Debt Consolidation,25,12535,3730.25,39297,0.238221534,0,59
09-01-2022,45,85653,570,Employed,High School,13761,48,Married,Rent,1318,0.03765211,Home,31,2031,7137.75,11893,0.230319441,0,58
10-01-2022,54,58130,632,Employed,Associate,17954,36,Married,Mortgage,579,0.168333359,Debt Consolidation,30,6120,4844.166667,9366,0.215871988,0,47
11-01-2022,32,70005,,Employed,Doctorate,22024,48,Divorced,Rent,607,0.108662344,Auto,27,2878,5833.75,202735,0.192685615,1,40
12-01-2022,38,40498,,Employed,Bachelor,12214,60,Divorced,Own,129,0.536678921,Other,32,1147,3374.833333,15953,0.255166273,0,61
13-01-2022,40,96945,520,Employed,,32209,60,Single,Mortgage,436,0.074066851,Other,20,21425,8078.75,13700,0.257674462,0,55
14-01-2022,30,80097,462,Unemployed,Master,23478,24,Single,Mortgage,802,0.501449347,Debt Consolidation,33,3550,6674.75,11710,0.308921883,0,60
15-01-2022,47,32684,563,Employed,High School,12317,48,Married,Own,565,0.30281535,Other,21,3041,2723.666667,10689,0.2709804,0,58
16-01-2022,38,31956,534,Employed,High School,18855,36,Single,Own,358,0.076408879,Auto,35,14522,2663,30005,0.240752142,0,53
17-01-2022,45,29505,603,Employed,High School,28622,36,Single,Own,466,0.485267574,Debt Consolidation,17,3123,2458.75,1207,0.206457053,0,54
18-01-2022,29,63947,585,Employed,Bachelor,17407,60,Single,Rent,1223,0.473653998,Other,33,34131,5328.916667,29148,0.196388436,0,56
19-01-2022,34,42959,581,Employed,High School,11817,24,Divorced,Own,256,0.086102223,Home,22,4009,3579.916667,314168,0.204207022,1,36.8
20-01-2022,48,63168,597,Employed,Bachelor,9583,120,Divorced,Mortgage,279,0.458556327,Auto,25,496,5264,152675,0.241536793,1,42.4
21-01-2022,35,27311,530,Employed,High School,30390,24,Widowed,Rent,771,0.683887929,Home,32,591,2275.916667,44512,0.215601374,0,69
22-01-2022,60,224926,645,Employed,High School,17157,60,Married,Mortgage,307,0.576554818,Other,28,2494,10017.66667,5322,0.207928355,1,44
23-01-2022,35,19404,628,Employed,Associate,34088,12,Married,Own,392,0.645600853,Debt Consolidation,24,520,1617,95921,0.194290793,0,56
24-01-2022,42,84781,648,Employed,Bachelor,54028,24,Single,Mortgage,700,0.186324295,Home,33,4173,7065.083333,10018,0.179173182,0,48
25-01-2022,51,96740,623,Employed,Master,15121,48,Married,Own,698,0.063684792,Auto,29,1330,8061.666667,12163,0.185398329,1,36
26-01-2022,22,44537,605,Self-Employed,Doctorate,,60,Married,Mortgage,589,0.333229599,Home,24,2172,3711.416667,7117,0.257168877,0,56
2022-0-127,18,,569,Emploeyd,Msater,15281,,Married,Own,545,0.336481445,Home,28,4972,1631.666667,2235,0.223347672,0,55
28-01-2022,21,50172,487,Employed,High School,10943,36,Married,Rent,317,0.262765554,Other,28,7641,4181,22297,0.230182393,0,53
29-01-2022,55,127314,653,EMPLOYED,Bachelor,12358,48,Single,Rent,376,0.227092329,Debt Consolidation,21,2324,10609.5,34066,0.199996174,1,44.8
30-01-2022,33,133594,594,Employed,Associate,35819,48,Married,Own,322,0.329778731,Auto,29,2825,11132.83333,13326,0.228289111,1,43.2
31-01-2022,70,75903,532,Emplyoed,High Scholo,113452,60,Single,Mortgage,613,0.129225067,Debt Consolidation,26,3305,6325.25,3172,0.373239739,0,56
01-02-2022,33,36341,424,Employed,Bachelor,19330,36,Divorced,Mortgage,351,0.627307743,Auto,16,1174,3028.416667,7353,0.313274839,0,60
02-02-2022,42,62747,616,Employed,Associate,33517,60,Married,Rent,258,0.18950384,Debt Consolidation,20,3045,5228.916667,86919,0.259774827,0,48
03-02-2022,58,63615,587,Employed,Associate,62838,72,Married,Rent,332,0.225763373,Other,27,2527,5301.25,21186,0.289891404,0,51
04-02-2022,64,80266,634,Employed,High School,30329,48,Married,Own,476,0.440687393,Other,18,1481,6688.833333,2575,0.223350733,0,52
05-02-2022,64,33490,634,Employed,Doctorate,39652,72,Married,Mortgage,521,0.238724107,Auto,24,634,2790.833333,152898,0.237092559,0,46
06-02-2022,54,72011,611,Employed,Bachelor,28303,120,Married,Mortgage,609,0.527857411,Other,21,3886,6000.916667,24879,0.2222424,0,55
20220-2-07,52,66576,555,mEployed,Hgih School,15526,48,Divorced,Rent,613,0.219463251,Education,23,2880,5548,4699,0.221979016,0,55
08-02-2022,47,422480,518,Employed,Master,50214,84,Divorced,Rent,397,0.248193425,Home,29,1756,17952.58333,45451,0.257883351,1,39.2
09-02-2022,49,66239,496,Employed,Master,30517,60,Married,Rent,401,0.353323791,Home,22,7430,5519.916667,257017,0.314628864,0,48
10-02-2022,33,158303,624,Employed,Master,34538,60,Married,Own,493,0.492714095,Debt Consolidation,20,5341,13191.91667,37585,0.242706966,1,45.6
11-02-2202,30,121911,632,Unmeployed,Bacehlor,24513,96,Married,Mortgage,572,0.492179164,Education,30,1934,10159.25,1480,0.253296019,0,55
12-02-2022,39,48895,585,Employed,Associate,33655,48,Widowed,Own,396,0.104512363,Auto,18,1236,4074.583333,10326,0.221128672,0,51
13-02-2022,37,85188,571,Employed,Associate,35173,84,Married,Mortgage,560,0.423813752,Home,23,4193,7099,9798,0.253289049,0,66
14-02-2022,34,24951,450,Employed,Associate,21181,60,Married,Mortgage,1243,0.070222207,Home,29,2443,2079.25,39067,0.302869061,0,52
15-02-2022,48,59238,595,Employed,Master,16829,60,Single,Own,196,0.353919897,Home,23,9655,4936.5,8171,0.212518751,0,65
16-02-2022,51,32641,614,Employed,Bachelor,18481,24,Married,Other,581,0.198724357,Home,26,1594,2720.083333,9425,0.197058295,0,48
17-02-2022,41,41482,501,EMPLOYED,High School,15842,24,Married,Rent,105,0.033098764,Home,26,1590,3456.833333,71622,0.231814027,0,54
18-02-2022,57,15000,549,Unemployed,Bachelor,45418,96,Divorced,Other,353,0.576233116,Home,19,1835,1250,33252,0.2447344,0,66
19-02-2022,26,134679,588,Employed,Bachelor,7454,48,Married,Own,228,0.394242934,Other,28,2738,11223.25,291316,0.223556994,1,36.8
20-02-2022,37,42408,644,Employed,Master,45422,84,Single,Rent,590,0.344978741,Home,17,1031,3534,25132,0.247164447,0,52
21-02-2022,31,,593,Employed,High School,8604,,Single,Rent,400,0.586692163,Education,28,2164,5054.916667,146774,0.200309744,1,43.2
22-02-2022,18,57262,605,EMPLOYED,Bachelor,37919,72,Married,Rent,440,0.266854789,Home,27,7748,4771.833333,24970,0.229883976,0,50
23-02-2022,39,38210,568,Employed,Associate,36950,48,Married,Rent,380,0.289191919,Home,29,6759,3184.166667,108007,0.238026588,0,52
24-02-2022,38,21059,,Unemployed,High School,37535,48,Divorced,Rent,446,0.278096219,Auto,22,715,1754.916667,10826,0.344980613,0,56
25-02-2022,58,31081,619,Self-Employed,Bachelor,18080,96,Divorced,Mortgage,452,0.483499093,Education,29,444,2590.083333,199948,0.24599241,0,52
26-02-2022,47,44129,551,Employed,Associate,29275,24,Married,Mortgage,439,0.31778582,Auto,30,4628,3677.416667,33927,0.245070814,0,56
27-02-2022,27,33656,514,Employed,Bachelor,,48,Married,Own,464,0.218569854,Debt Consolidation,19,3057,2804.666667,2048,0.254952877,0,52
28-02-2022,62,24627,515,EMPLOYED,High School,25126,108,Single,Rent,573,0.476952363,Other,19,2404,2052.25,16584,0.296587662,0,58
01-03-2022,54,38728,642,Employed,Doctorate,23003,72,Married,Mortgage,308,0.263452382,Auto,20,867,3227.333333,33871,0.21158558,0,53
02-03-2022,46,75173,619,Employed,Master,47414,48,Single,Own,539,0.491084293,Home,20,20587,6264.416667,13868,0.21772325,0,54
03-03-2022,37,66124,494,Employed,High School,13893,48,Married,Own,844,0.215502636,Education,17,680,5510.333333,15824,0.2095144,1,41.6
04-03-2022,28,24493,492,Employed,Bachelor,,36,Divorced,Rent,467,0.136732507,Debt Consolidation,19,2715,2041.083333,7927,0.254784215,0,51
